Run 1.3T,/////////////,Polar L,/////////////,Polar R,/////////////
545.9636,0.40657,545.9636,0.40366,545.9636,0.40523
545.9638,0.40646,545.9638,0.40369,545.9638,0.40554
545.964,0.40653,545.964,0.40352,545.964,0.40513
545.9642,0.40619,545.9642,0.40354,545.9642,0.40532
545.9644,0.40618,545.9644,0.40359,545.9644,0.40518
545.9646,0.40639,545.9646,0.40361,545.9646,0.40505
545.9648,0.4063,545.9648,0.40368,545.9648,0.40514
545.965,0.40621,545.965,0.40357,545.965,0.40517
545.9652,0.40604,545.9652,0.40358,545.9652,0.40515
545.9654,0.4059,545.9654,0.40361,545.9654,0.40511
545.9656,0.40578,545.9656,0.40354,545.9656,0.4048
545.9658,0.40585,545.9658,0.40366,545.9658,0.40478
545.966,0.4056,545.966,0.40365,545.966,0.40491
545.9662,0.40553,545.9662,0.40351,545.9662,0.40474
545.9664,0.40569,545.9664,0.40353,545.9664,0.40476
545.9666,0.40551,545.9666,0.40351,545.9666,0.40468
545.9668,0.40544,545.9668,0.40358,545.9668,0.40477
545.967,0.40531,545.967,0.40347,545.967,0.4047
545.9672,0.40532,545.9672,0.40356,545.9672,0.40484
545.9674,0.40527,545.9674,0.40356,545.9674,0.40474
545.9676,0.40529,545.9676,0.40353,545.9676,0.40465
545.9678,0.40519,545.9678,0.40346,545.9678,0.40449
545.968,0.40526,545.968,0.40347,545.968,0.40447
545.9682,0.40504,545.9682,0.40352,545.9682,0.40429
545.9684,0.40508,545.9684,0.40344,545.9684,0.40409
545.9686,0.40476,545.9686,0.40345,545.9686,0.40439
545.9688,0.40491,545.9688,0.40341,545.9688,0.40424
545.969,0.405,545.969,0.40338,545.969,0.40453
545.9692,0.40504,545.9692,0.40345,545.9692,0.40419
545.9694,0.40497,545.9694,0.40339,545.9694,0.40396
545.9696,0.40474,545.9696,0.40343,545.9696,0.40419
545.9698,0.40458,545.9698,0.40353,545.9698,0.40414
545.97,0.40514,545.97,0.4034,545.97,0.40408
545.9702,0.40492,545.9702,0.40339,545.9702,0.40408
545.9704,0.40482,545.9704,0.40336,545.9704,0.40392
545.9706,0.40463,545.9706,0.40345,545.9706,0.40411
545.9708,0.40491,545.9708,0.40345,545.9708,0.40396
545.971,0.40486,545.971,0.40334,545.971,0.40406
545.9712,0.40468,545.9712,0.40335,545.9712,0.4041
545.9714,0.40469,545.9714,0.40337,545.9714,0.40397
545.9716,0.40486,545.9716,0.40334,545.9716,0.40392
545.9718,0.40468,545.9718,0.40341,545.9718,0.40392
545.972,0.40463,545.972,0.40344,545.972,0.40408
545.9722,0.40459,545.9722,0.40335,545.9722,0.40397
545.9724,0.40445,545.9724,0.4034,545.9724,0.40384
545.9726,0.40452,545.9726,0.40335,545.9726,0.40391
545.9728,0.40452,545.9728,0.40335,545.9728,0.40385
545.973,0.40465,545.973,0.40338,545.973,0.40389
545.9732,0.40455,545.9732,0.40336,545.9732,0.40404
545.9734,0.40458,545.9734,0.40336,545.9734,0.40391
545.9736,0.4045,545.9736,0.40345,545.9736,0.4038
545.9738,0.40434,545.9738,0.40339,545.9738,0.40385
545.974,0.40438,545.974,0.4033,545.974,0.40375
545.9742,0.40434,545.9742,0.40331,545.9742,0.40395
545.9744,0.4042,545.9744,0.40341,545.9744,0.40384
545.9746,0.40436,545.9746,0.40334,545.9746,0.40384
545.9748,0.40427,545.9748,0.40333,545.9748,0.40382
545.975,0.40417,545.975,0.40337,545.975,0.40391
545.9752,0.404,545.9752,0.4033,545.9752,0.40369
545.9754,0.40422,545.9754,0.40335,545.9754,0.40373
545.9756,0.40395,545.9756,0.4033,545.9756,0.40375
545.9758,0.40405,545.9758,0.40339,545.9758,0.40367
545.976,0.40397,545.976,0.40337,545.976,0.4036
545.9762,0.40391,545.9762,0.40334,545.9762,0.40356
545.9764,0.40382,545.9764,0.40341,545.9764,0.40346
545.9766,0.40386,545.9766,0.40341,545.9766,0.4036
545.9768,0.40392,545.9768,0.40339,545.9768,0.40362
545.977,0.40382,545.977,0.40338,545.977,0.40359
545.9772,0.40388,545.9772,0.40339,545.9772,0.40351
545.9774,0.40375,545.9774,0.40334,545.9774,0.40348
545.9776,0.40365,545.9776,0.40341,545.9776,0.40346
545.9778,0.40381,545.9778,0.40325,545.9778,0.40343
545.978,0.40366,545.978,0.40332,545.978,0.40348
545.9782,0.40377,545.9782,0.40342,545.9782,0.40351
545.9784,0.40378,545.9784,0.40336,545.9784,0.40351
545.9786,0.40359,545.9786,0.40332,545.9786,0.40342
545.9788,0.40371,545.9788,0.40335,545.9788,0.40346
545.979,0.40358,545.979,0.40331,545.979,0.40334
545.9792,0.40357,545.9792,0.40331,545.9792,0.40341
545.9794,0.4035,545.9794,0.40331,545.9794,0.4034
545.9796,0.40373,545.9796,0.40334,545.9796,0.40333
545.9798,0.40349,545.9798,0.40336,545.9798,0.40333
545.98,0.40364,545.98,0.40332,545.98,0.4034
545.9802,0.40359,545.9802,0.40332,545.9802,0.40332
545.9804,0.40361,545.9804,0.40327,545.9804,0.40348
545.9806,0.40356,545.9806,0.4033,545.9806,0.40333
545.9808,0.40363,,,545.9808,0.40336
545.981,0.4036,,,545.981,0.40334
545.9812,0.40354,,,545.9812,0.40335
545.9814,0.40359,,,545.9814,0.4033
545.9816,0.40356,,,545.9816,0.40332
545.9818,0.40356,,,545.9818,0.40331
545.982,0.40355,,,545.982,0.40326
545.9822,0.40358,,,545.9822,0.40327
545.9824,0.40358,,,545.9824,0.40335
545.9826,0.40356,,,545.9826,0.40335
545.9828,0.40365,,,545.9828,0.40329
545.983,0.4035,,,545.983,0.40328
545.9832,0.40354,,,545.9832,0.40328
545.9834,0.40356,,,545.9834,0.40332
545.9836,0.4035,,,545.9836,0.4033
545.9838,0.40368,,,545.9838,0.40336
545.984,0.40361,,,545.984,0.40329
545.9842,0.40349,,,545.9842,0.40332
545.9844,0.40363,,,545.9844,0.40325
545.9846,0.40356,,,545.9846,0.40325
545.9848,0.40349,,,545.9848,0.40332
545.985,0.40354,,,545.985,0.40332
545.9852,0.40354,,,545.9852,0.40331
545.9854,0.4035,,,545.9854,0.40333
545.9856,0.40344,,,545.9856,0.40328
545.9858,0.40352,,,545.9858,0.40327
545.986,0.40347,,,545.986,0.40331
545.9862,0.40357,,,545.9862,0.4033
545.9864,0.40349,,,545.9864,0.40327
545.9866,0.40351,,,545.9866,0.40332
545.9868,0.40351,,,545.9868,0.40322
545.987,0.40355,,,545.987,0.40321
545.9872,0.40353,,,545.9872,0.40333
545.9874,0.40358,,,545.9874,0.40327
545.9876,0.40352,,,545.9876,0.40334
545.9878,0.40358,,,545.9878,0.40333
545.988,0.40353,,,545.988,0.40319
545.9882,0.40345,,,545.9882,0.40326
545.9884,0.40352,,,545.9884,0.40332
545.9886,0.40352,,,545.9886,0.40321
545.9888,0.40352,,,545.9888,0.40334
545.989,0.40349,,,545.989,0.40323
545.9892,0.40345,,,545.9892,0.40323
545.9894,0.40337,,,545.9894,0.40319
545.9896,0.40343,,,545.9896,0.40328
545.9898,0.40341,,,545.9898,0.40334
545.99,0.40354,,,545.99,0.40331
545.9902,0.40341,,,545.9902,0.40329
545.9904,0.40357,,,545.9904,0.40323
545.9906,0.40339,,,545.9906,0.40325
545.9908,0.4034,,,545.9908,0.4032
545.991,0.40346,,,545.991,0.40317
545.9912,0.40341,,,545.9912,0.4033
545.9914,0.40347,,,545.9914,0.40325
545.9916,0.40343,,,545.9916,0.40323
545.9918,0.40344,,,545.9918,0.40319
545.992,0.40346,,,545.992,0.40321
545.9922,0.40343,,,545.9922,0.40326
545.9924,0.40353,,,545.9924,0.40326
545.9926,0.40347,,,545.9926,0.40329
545.9928,0.40342,,,545.9928,0.40321
545.993,0.40339,,,545.993,0.4032
545.9932,0.40338,,,545.9932,0.40319
545.9934,0.40348,,,545.9934,0.40324
545.9936,0.40345,,,545.9936,0.40332
545.9938,0.4034,,,545.9938,0.40322
545.994,0.40344,,,545.994,0.40323
545.9942,0.40345,,,545.9942,0.40327
545.9944,0.40347,,,545.9944,0.40321
545.9946,0.40341,,,545.9946,0.40319
545.9948,0.40337,,,545.9948,0.40327
545.995,0.40341,,,545.995,0.40317
545.9952,0.40341,,,545.9952,0.40328
545.9954,0.40343,,,545.9954,0.40324
545.9956,0.4035,,,545.9956,0.40326
545.9958,0.40341,,,545.9958,0.40322
545.996,0.40343,,,545.996,0.40323
545.9962,0.40345,,,545.9962,0.40314
545.9964,0.40347,,,545.9964,0.40326
545.9966,0.40345,,,545.9966,0.40319
545.9968,0.40335,,,545.9968,0.40316
545.997,0.40335,,,545.997,0.40322
545.9972,0.40337,,,545.9972,0.40323
545.9974,0.40338,,,545.9974,0.40323
545.9976,0.40349,,,545.9976,0.40319
545.9978,0.40345,,,545.9978,0.40313
545.998,0.4034,,,545.998,0.40319
545.9982,0.40336,,,545.9982,0.40326
545.9984,0.40339,,,545.9984,0.40319
545.9986,0.40341,,,545.9986,0.40319
545.9988,0.40335,,,,
545.999,0.40335,,,,
545.9992,0.40337,,,,
545.9994,0.40338,,,,
545.9996,0.40336,,,,
545.9998,0.4035,,,,
546,0.40338,,,,
